,Unnamed: 0,age,sex,death_rate,prob_symptomatic,prob_hospitalisation
16563,16563,38.0,1,0.010947635369835517,0.44181909728432,0.05320742742633571
8628,8628,0.5,1,4.778981294845654e-05,0.410530316646695,0.0002288364468730615
13875,13875,18.0,1,0.0016343442188530997,0.31560924566192,0.007842744037597852
1665,1665,46.4,0,0.036020122643654916,0.5293585456094567,0.100882240823454
7544,7544,35.8,1,0.009169187943389619,0.4207467791021907,0.04445512717854354
5775,5775,34.4,0,0.014497868022948557,0.4079595540222311,0.039531603581396874
17823,17823,39.0,0,0.020968191008094036,0.45173868617864,0.05763214465228788
16278,16278,1.0,1,6.405047504719707e-05,0.40400616094256003,0.0003067056591384208
13598,13598,22.0,0,0.004552627246730009,0.32586575469488,0.012263996905850571
32,32,42.9,0,0.02809893492413205,0.49196593950009876,0.07791893220212992
8414,8414,9.8,0,0.0009623783916419534,0.3283438495926195,0.0025812424577272186
5108,5108,34.0,0,0.01402155335134089,0.40440553199024,0.03821048394344429
17332,17332,12.0,1,0.0007516889919679972,0.31998901803968,0.003602819269094752
18097,18097,39.0,1,0.011843429082088306,0.45173868617864,0.05763214465228788
18122,18122,5.0,1,0.00022039245516052028,0.36074300072,0.0010555727531998558
2423,2423,30.8,0,0.010644322676099846,0.3777759292764148,0.02888740886255421
2033,2033,37.5,1,0.01052079932051746,0.436934614765625,0.051102930227365284
8708,8708,23.7,1,0.003046140913313566,0.33300135756202265,0.014645624297438094
791,791,0.5,0,8.540866687580568e-05,0.410530316646695,0.0002288364468730615
17032,17032,22.0,1,0.002552499779150138,0.32586575469488,0.012263996905850571
5376,5376,4.1,1,0.0001784442058286397,0.36912984862693676,0.0008546124375208566
14872,14872,21.0,1,0.0022928215602465367,0.32241232562816,0.011012432762170822
1468,1468,11.7,0,0.0012855115871329454,0.32090191445653626,0.0034492798622769313
16518,16518,28.0,1,0.004635466463637042,0.35749772126911994,0.02233528226899419
15005,15005,10.0,1,0.0005560796340101495,0.32742295166,0.0026645634804100737
18463,18463,12.0,1,0.0007516889919679972,0.31998901803968,0.003602819269094752
3312,3312,34.2,0,0.014258117181868856,0.4061767823591532,0.038866430905452644
7487,7487,11.1,0,0.001176418452042501,0.32293961830942436,0.0031561456188733674
7417,7417,23.5,1,0.002984468268985703,0.33208195785648503,0.014347902805762458
5227,5227,29.7,1,0.005421275256885825,0.3694435744188138,0.026149598640505048
16931,16931,38.0,0,0.01939601734632233,0.44181909728432,0.05320742742633571
12283,12283,0.1,1,3.232904553118381e-05,0.4159347060174216,0.00015480096012370533
17477,17477,16.0,1,0.0012831824458594003,0.31425803168576,0.006154685643103704
14564,14564,0.0,1,2.3564863634245685e-05,0.41731169,0.00011283414456224223
7942,7942,34.8,0,0.01498706011346172,0.4115589577642994,0.04089004962984037
5295,5295,42.5,1,0.01545811698628495,0.4877502665918749,0.0755981192536009
4630,4630,20.1,1,0.002077087326632946,0.3197979844755575,0.009973335915437894
4881,4881,30.9,1,0.006037695158754829,0.3785556222889612,0.02914743281241445
9853,9853,15.1,1,0.0011451170205233898,0.3145374746809236,0.005491436422972252
14698,14698,43.0,0,0.028304220388655033,0.49302233211992,0.07850831476320977
5296,5296,12.4,0,0.00142158429006302,0.3188803689495335,0.003815016757366554
16982,16982,4.0,1,0.0001740668699060823,0.37010891403584006,0.0008336433721767212
18225,18225,12.0,0,0.0013426414943882193,0.31998901803968,0.003602819269094752
4631,4631,48.3,1,0.02336807519040715,0.5498192925637557,0.11554671369530775
18326,18326,31.0,1,0.006091503891671124,0.37933892107496003,0.029409360376090318
12423,12423,6.1,0,0.0004974463966418135,0.35151373689251036,0.0013334767890928819
4233,4233,19.9,1,0.0020313541455691175,0.31928223524093446,0.009753137563860176
9028,9028,26.7,0,0.007300753662858064,0.3491843829878143,0.019732748675202527
6139,6139,20.6,1,0.0021949013753800465,0.321191622384153,0.010540718820502594
17090,17090,34.0,1,0.007894963376278095,0.40440553199024,0.03821048394344429
11547,11547,2.9,1,0.0001293436030774771,0.3815117429665469,0.0006194165637478092
16193,16193,21.0,1,0.0022928215602465367,0.32241232562816,0.011012432762170822
13164,13164,27.0,0,0.007512564328527001,0.35103666823448,0.02031047352704074
1180,1180,22.9,1,0.0028053156219083634,0.32945004316452287,0.01348333596959823
12352,12352,5.7,0,0.0004581521189818577,0.35474148704432107,0.0012280845705699129
18196,18196,17.0,0,0.002589867971909223,0.31460056585328,0.006960091349437974
16749,16749,37.0,1,0.010107549345768936,0.43210400408768,0.049067769987355084
17886,17886,1.0,1,6.405047504719707e-05,0.40400616094256003,0.0003067056591384208
14267,14267,20.0,1,0.002054122598587493,0.31953710888,0.009862760801779634
10207,10207,15.2,0,0.0020710721681606466,0.31447840201154054,0.005562371794397056
11419,11419,2.8,0,0.00022440099832075176,0.3826064907480051,0.0006013410631585765
8838,8838,2.3,1,0.00010735651942537358,0.38822741566234054,0.0005141067935245923
11659,11659,47.0,1,0.021362579069090604,0.53581924277288,0.1053346757607706
1921,1921,6.2,0,0.0005075693906404866,0.35072949841151174,0.0013606295576775425
3955,3955,31.1,0,0.010930051768648766,0.3801258036510804,0.02967320287614211
1578,1578,42.6,0,0.027490146611557197,0.48880265621661056,0.07617285238297991
8252,8252,25.9,0,0.006758962464004151,0.34444584700120723,0.01825633868566343
18129,18129,47.0,1,0.021362579069090604,0.53581924277288,0.1053346757607706
2344,2344,24.0,1,0.0031405257066795824,0.33441931646144,0.015101358745693532
14388,14388,53.0,1,0.03189885859912546,0.5997743137971198,0.15963381964605666
4127,4127,12.9,1,0.00085377061212602,0.31766702822833487,0.004092659574836633
2812,2812,37.3,0,0.018352720708149913,0.43499575199024243,0.05028065174060724
15978,15978,32.0,1,0.006651147665300803,0.38736539014208005,0.03213585232309457
13339,13339,16.0,0,0.002291002596807397,0.31425803168576,0.006154685643103704
7819,7819,15.8,1,0.0012514859907373718,0.3142713968622867,0.006002397812615685
642,642,38.7,0,0.02048622347775777,0.44874264547026066,0.056273868872021404
12510,12510,56.2,1,0.03897820104055937,0.6323419639264716,0.1970368302349819
15063,15063,40.0,1,0.012797704894761956,0.4618407874399999,0.06235775454534818
15080,15080,1.0,1,6.405047504719707e-05,0.40400616094256003,0.0003067056591384208
7081,7081,23.7,0,0.005430940758293738,0.33300135756202265,0.014645624297438094
6690,6690,17.0,1,0.0014507703680097168,0.31460056585328,0.006960091349437974
11484,11484,75.7,1,0.10902435514954396,0.7610740387374453,0.6124946749350535
5464,5464,3.2,1,0.00014094415444318917,0.3782859783250381,0.0006749813227725505
15964,15964,6.0,0,0.0004874443011873458,0.35230703301296,0.0013066489566590062
10566,10566,21.1,1,0.0023178225124742026,0.3227320117054524,0.01113289074609768
12883,12883,22.0,1,0.002552499779150138,0.32586575469488,0.012263996905850571
2121,2121,32.9,1,0.0071896017662673685,0.3948774571351108,0.03476305304335578
3570,3570,32.0,1,0.006651147665300803,0.38736539014208005,0.03213585232309457
7717,7717,22.9,0,0.0050025376870206075,0.32945004316452287,0.01348333596959823
17681,17681,67.0,0,0.12129333439344729,0.7232601060792798,0.38063755219997575
213,213,60.9,1,0.0514737517632085,0.6763403087080854,0.2649380952684436
13139,13139,42.0,1,0.01489316613345726,0.48250459374128,0.07277831920202976
605,605,20.8,1,0.0022434474861677094,0.3217903218264627,0.01077456581215602
9577,9577,32.9,0,0.012775993916690664,0.3948774571351108,0.03476305304335578
337,337,26.9,0,0.007441426879188141,0.35041474738447004,0.020116409130694766
6988,6988,31.6,1,0.006422525596170457,0.38411320396693377,0.03102153946174274
5369,5369,19.1,1,0.0018561167359177067,0.31746195456179876,0.008909649183808542
7550,7550,26.1,1,0.0038677872661433384,0.34560269102456637,0.0186168515981518
8600,8600,13.8,0,0.001724177360332238,0.3159576230273523,0.00462875916463904
12044,12044,46.0,0,0.03503523159362778,0.52505508820016,0.09800212653934962
11508,11508,60.1,1,0.04916087946722218,0.6692546756350295,0.25218409153618176
8553,8553,51.8,1,0.029519286159338826,0.5871920830852178,0.14722942133977568
16885,16885,28.0,1,0.004635466463637042,0.35749772126911994,0.02233528226899419
10941,10941,35.0,1,0.008583790428719418,0.41337523811,0.0415835371553767
487,487,16.4,1,0.0013483705494364397,0.3143137009426727,0.006467927624940093
11531,11531,9.5,0,0.0009170787725290916,0.32978708337150503,0.0024596075703229915
17464,17464,3.0,1,0.0001331633502461096,0.38042675629112,0.0006377123400714653
11405,11405,34.2,0,0.014258117181868856,0.4061767823591532,0.038866430905452644
16887,16887,56.0,1,0.038503202111610575,0.6303576917369599,0.19450352721667813
3164,3164,19.7,0,0.003544539343505887,0.3187905817656019,0.009536720839046742
9178,9178,21.8,0,0.00445707344493998,0.32512986709592184,0.012005200041115834
15115,15115,16.0,0,0.002291002596807397,0.31425803168576,0.006154685643103704
17040,17040,7.0,0,0.0005930422319994645,0.34477902758408,0.0015899186474852157
6902,6902,1.6,1,8.34745310542644e-05,0.39651283232830975,0.0003997282599461207
2378,2378,38.1,0,0.019548853803302155,0.4428022165923119,0.05363681535838019
1374,1374,26.6,0,0.007231211659578175,0.34857598340782975,0.019543134100927798
7644,7644,23.8,1,0.003077350823242828,0.33346885126634435,0.01479630755900804
6932,6932,24.8,0,0.006066390844414204,0.3384243235060276,0.016371874648590322
17870,17870,25.0,1,0.003471918888555875,0.3394754825,0.016702409316144202
12911,12911,57.0,1,0.04092312996905938,0.6401990536500799,0.20744569074457256
12779,12779,5.1,1,0.00022534878889785112,0.3598579191218556,0.0010793184333378171
825,825,29.9,1,0.005520334674010275,0.3709245792184024,0.026631013939792916
8916,8916,7.0,0,0.0005930422319994645,0.34477902758408,0.0015899186474852157
16396,16396,13.0,1,0.0008656941375635949,0.31744713633632005,0.00414988365279858
2848,2848,41.2,0,0.024785987966137037,0.4741732727485838,0.06844894042471984
7778,7778,36.9,1,0.010026500135541764,0.431144588389618,0.048668892437371575
7846,7846,30.9,1,0.006037695158754829,0.3785556222889612,0.02914743281241445
16353,16353,41.0,1,0.01381331111798428,0.4721034177377599,0.06740075433966781
4607,4607,19.6,0,0.003505010164898807,0.3185538458959961,0.009429914501687165
7584,7584,38.8,1,0.011659681638790899,0.44973946394383235,0.056723645923343675
8010,8010,47.2,0,0.03805474060070544,0.5379735746406347,0.1068547811343739
6427,6427,0.9,0,0.00010874287187646971,0.40529054657143726,0.0002913642585362554
6066,6066,1.0,1,6.405047504719707e-05,0.40400616094256003,0.0003067056591384208
14008,14008,61.0,1,0.0517683908057972,0.6772127921513599,0.26656901330768246
7335,7335,18.2,1,0.0016730776515589128,0.3158889845674861,0.00802903685364703
5245,5245,4.6,1,0.0002011686189319093,0.3643765415067642,0.0009634748173277738
14098,14098,22.0,1,0.002552499779150138,0.32586575469488,0.012263996905850571
6713,6713,27.7,1,0.0045067981415952765,0.3555138505717555,0.021711504757258145
15468,15468,52.0,1,0.0299058918702908,0.58930003485248,0.14923907428438363
11463,11463,15.0,0,0.00201862717198119,0.31460362649,0.005421174111186122
3369,3369,17.6,1,0.0015589239685463358,0.3151272431946906,0.007480058055381683
13350,13350,27.0,0,0.007512564328527001,0.35103666823448,0.02031047352704074
4798,4798,25.7,0,0.006628617869740579,0.34330782273778515,0.017901432982861936
991,991,27.2,1,0.0042986997453658415,0.3522938773212108,0.020703117292255508
14377,14377,35.0,0,0.015236566494984198,0.41337523811,0.0415835371553767
7291,7291,53.8,0,0.05842128388767658,0.6080646090841202,0.16837782324202824
8508,8508,31.1,1,0.006145698019867177,0.3801258036510804,0.02967320287614211
18404,18404,23.0,1,0.002834572426665772,0.32987541274952004,0.013624496630772732
5172,5172,34.0,0,0.01402155335134089,0.40440553199024,0.03821048394344429
11602,11602,56.2,0,0.06755471866632982,0.6323419639264716,0.1970368302349819
5714,5714,18.8,1,0.0017934856736293388,0.31688104157224833,0.008608277999996822
16899,16899,29.0,1,0.005085738656789406,0.36438310330783996,0.024519903245491168
8934,8934,27.3,1,0.004339693287291964,0.35292912159127054,0.020901715454968064
14780,14780,17.0,0,0.002589867971909223,0.31460056585328,0.006960091349437974
14293,14293,41.0,0,0.024417609035191676,0.4721034177377599,0.06740075433966781
6639,6639,52.7,0,0.05455636090944402,0.5966441815696855,0.15645395215643654
2986,2986,18.3,0,0.0030211759414154192,0.3160384614965997,0.008123441115940927
195,195,31.1,0,0.010930051768648766,0.3801258036510804,0.02967320287614211
3198,3198,34.6,1,0.008302656131220835,0.409753671112828,0.04020610762293279
838,838,18.5,1,0.0017324836635592505,0.31635652039083506,0.008314794854655399
17850,17850,28.0,1,0.004635466463637042,0.35749772126911994,0.02233528226899419
9935,9935,8.1,1,0.0004054515987251394,0.337520680938468,0.0019424032977172544
12831,12831,44.5,1,0.017893620491883113,0.508969405605455,0.08780492623925039
7507,7507,18.6,1,0.0017526387121173832,0.31652505838929534,0.00841175623165584
8816,8816,26.6,1,0.004059170841752337,0.34857598340782975,0.019543134100927798
2928,2928,17.1,1,0.0014683898455089238,0.3146718200052491,0.007044789552549481
7738,7738,29.2,1,0.005179856701434893,0.36580916466297725,0.024976882356647117
12366,12366,2.1,1,0.00010035687602552915,0.39054488278686716,0.00048058248009908013
10872,10872,0.5,1,4.778981294845654e-05,0.410530316646695,0.0002288364468730615
16324,16324,13.0,0,0.0015461325590784255,0.31744713633632005,0.00414988365279858
5628,5628,38.6,1,0.0114782508043967,0.4477477180703513,0.05582705201290766
3808,3808,42.7,0,0.027691902709414334,0.4898560795651134,0.0767512197907984
7220,7220,5.9,0,0.0004775619744819007,0.35310940875619123,0.0012801430066134883
16488,16488,32.0,1,0.006651147665300803,0.38736539014208005,0.03213585232309457
4446,4446,6.6,0,0.0005492930431123166,0.34768268121541374,0.0014725513444619482
8308,8308,36.5,1,0.009707550706117915,0.42733001316681496,0.047100069027277924
7272,7272,31.9,1,0.006593386625782914,0.386547242704744,0.031854257006639713
3189,3189,33.7,1,0.007697278232058619,0.40177064357171477,0.03724363291978788
2490,2490,0.9,1,6.084693785352276e-05,0.40529054657143726,0.0002913642585362554
11995,11995,56.0,0,0.0667561037323664,0.6303576917369599,0.19450352721667813
8822,8822,27.2,1,0.0042986997453658415,0.3522938773212108,0.020703117292255508
14227,14227,13.0,0,0.0015461325590784255,0.31744713633632005,0.00414988365279858
15021,15021,35.0,1,0.008583790428719418,0.41337523811,0.0415835371553767
2044,2044,18.6,0,0.0031279981904404983,0.31652505838929534,0.00841175623165584
14968,14968,33.0,1,0.007251539015989771,0.39572825489072005,0.03506550272454599
5363,5363,20.6,1,0.0021949013753800465,0.321191622384153,0.010540718820502594
13814,13814,34.0,0,0.01402155335134089,0.40440553199024,0.03821048394344429
5145,5145,48.0,1,0.022892459141220355,0.5465900430675201,0.11311968367209062
12136,12136,38.1,1,0.011034662711794688,0.4428022165923119,0.05363681535838019
16220,16220,6.0,1,0.0002727951417903737,0.35230703301296,0.0013066489566590062
17547,17547,12.0,1,0.0007516889919679972,0.31998901803968,0.003602819269094752
11397,11397,50.2,1,0.026566013696330406,0.5702008628034925,0.13194979119678707
9285,9285,19.1,1,0.0018561167359177067,0.31746195456179876,0.008909649183808542
18558,18558,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
5263,5263,14.6,1,0.0010733463824839076,0.3149394647898522,0.0051467573245759755
3958,3958,39.6,1,0.012408796039843569,0.4577794523845721,0.060430362689292014
12361,12361,18.9,0,0.003237673899710592,0.3170684427900796,0.008707850490612347
8249,8249,4.3,0,0.00033481527190963914,0.367200187743991,0.0008973444782494879
10222,10222,24.0,1,0.0031405257066795824,0.33441931646144,0.015101358745693532
2155,2155,43.2,1,0.016278006180830196,0.495137932747566,0.0796982270232457
11479,11479,44.1,0,0.03064165362353707,0.5047002367745688,0.08524054872891161
8120,8120,5.1,1,0.00022534878889785112,0.3598579191218556,0.0010793184333378171
7526,7526,20.8,0,0.004002391528152781,0.3217903218264627,0.01077456581215602
11054,11054,20.6,0,0.003915935478378164,0.321191622384153,0.010540718820502594
10339,10339,22.8,1,0.002776296044597029,0.32903003801942915,0.013343331000453245
358,358,1.8,1,9.013037751828323e-05,0.39409566572705795,0.00043160450810009947
2375,2375,18.1,1,0.00165362467483887,0.31574590529481594,0.007935473117026304
16986,16986,28.0,0,0.008254056675849232,0.35749772126911994,0.02233528226899419
13647,13647,14.0,0,0.0017709144250552308,0.31565933359664,0.004754498960707156
4282,4282,16.0,1,0.0012831824458594003,0.31425803168576,0.006154685643103704
16456,16456,20.0,1,0.002054122598587493,0.31953710888,0.009862760801779634
6950,6950,38.3,0,0.019857416276289886,0.44477450214590375,0.054504203619545076
2465,2465,38.4,1,0.011299114260053431,0.4457636244248423,0.05494223521777443
2939,2939,4.5,1,0.00019650985117981696,0.36530834021865505,0.0009411562228040527
12876,12876,29.0,0,0.009052573191694028,0.36438310330783996,0.024519903245491168
9318,9318,27.1,1,0.004258015561261352,0.35166305220783717,0.020506039789704954
6220,6220,23.0,0,0.005054591288806353,0.32987541274952004,0.013624496630772732
13569,13569,25.0,0,0.006187952141840618,0.3394754825,0.016702409316144202
15035,15035,53.0,1,0.03189885859912546,0.5997743137971198,0.15963381964605666
10664,10664,31.1,1,0.006145698019867177,0.3801258036510804,0.02967320287614211
2768,2768,18.7,0,0.0031642368450589507,0.31669990611087667,0.008509581935779583
3651,3651,21.8,1,0.0024988188762769203,0.32512986709592184,0.012005200041115834
292,292,45.8,0,0.034550761025971065,0.5229049893053428,0.09658801066085722
9953,9953,17.1,0,0.0026212847444519907,0.3146718200052491,0.007044789552549481
15752,15752,25.0,1,0.003471918888555875,0.3394754825,0.016702409316144202
14043,14043,0.0,1,2.3564863634245685e-05,0.41731169,0.00011283414456224223
17377,17377,44.0,1,0.01725761827625842,0.5036346495430399,0.08460930843306197
18268,18268,30.0,0,0.009911446698405157,0.37167083102,0.026874406149730228
12937,12937,26.0,1,0.0038303862476868344,0.34502192753456007,0.018435889810796562
276,276,28.7,1,0.0049471358094413396,0.36227424215896864,0.023847147030546387
12015,12015,5.8,1,0.00026179806929414387,0.35392088610553474,0.0012539558917621682
121,121,46.5,1,0.0206289345415676,0.5304349608131148,0.10161320202825817
16336,16336,9.0,1,0.0004728647516425218,0.33235897023824,0.00226556758942177
4339,4339,14.7,1,0.0010874274330244392,0.31484477658869586,0.005214376395698692
11808,11808,1.4,0,0.00013747911440525085,0.39897018648688065,0.0003683725488007016
14166,14166,50.0,1,0.02621391601166884,0.5680636474999999,0.1301365683283973
935,935,26.8,1,0.004137800782600051,0.3497973116411379,0.019923837273636395
6751,6751,26.9,0,0.007441426879188141,0.35041474738447004,0.020116409130694766
15235,15235,26.0,1,0.0038303862476868344,0.34502192753456007,0.018435889810796562
15442,15442,22.0,1,0.002552499779150138,0.32586575469488,0.012263996905850571
7449,7449,21.8,0,0.00445707344493998,0.32512986709592184,0.012005200041115834
10241,10241,24.9,1,0.0034375887943035905,0.33894744061636845,0.01653648422670941
4625,4625,4.5,1,0.00019650985117981696,0.36530834021865505,0.0009411562228040527
14201,14201,19.0,0,0.003274876633631556,0.31726208778104004,0.008808305507411844
9286,9286,52.8,1,0.031492189390056546,0.5976887748825651,0.1575079871732391
13170,13170,44.0,1,0.01725761827625842,0.5036346495430399,0.08460930843306197
8404,8404,30.8,0,0.010644322676099846,0.3777759292764148,0.02888740886255421
10124,10124,60.9,0,0.08835388283975341,0.6763403087080854,0.2649380952684436
15214,15214,3.0,1,0.0001331633502461096,0.38042675629112,0.0006377123400714653
13225,13225,1.0,0,0.0001144677937688727,0.40400616094256003,0.0003067056591384208
3161,3161,23.4,1,0.0029540024016921017,0.3316300958219302,0.014200848845871585
13441,13441,6.0,0,0.0004874443011873458,0.35230703301296,0.0013066489566590062
16106,16106,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
9845,9845,26.0,0,0.006824889647302769,0.34502192753456007,0.018435889810796562
14338,14338,7.0,0,0.0005930422319994645,0.34477902758408,0.0015899186474852157
1726,1726,46.6,1,0.02077402446812018,0.5315115523906456,0.1023485790162428
6449,6449,23.9,0,0.005542398863580998,0.3339415115605936,0.014948216385895111
18671,18671,11.0,1,0.0006487601468183383,0.32330696203736004,0.0031090508542673894
10929,10929,8.3,0,0.0007501179657197237,0.3363138725451477,0.00201141274721344
14415,14415,16.0,1,0.0012831824458594003,0.31425803168576,0.006154685643103704
4324,4324,18.6,0,0.0031279981904404983,0.31652505838929534,0.00841175623165584
12143,12143,8.7,1,0.00044963433121239694,0.3340029679659847,0.0021541992328667375
10072,10072,45.5,0,0.03383391933786005,0.519682372850345,0.09449879012349524
13436,13436,52.0,1,0.0299058918702908,0.58930003485248,0.14923907428438363
3611,3611,0.4,1,4.435247414680505e-05,0.41186592597209987,0.0002123761256982757
15662,15662,32.0,0,0.011824225213984718,0.38736539014208005,0.03213585232309457
8999,8999,26.8,1,0.004137800782600051,0.3497973116411379,0.019923837273636395
16290,16290,39.0,1,0.011843429082088306,0.45173868617864,0.05763214465228788
18410,18410,50.0,1,0.02621391601166884,0.5680636474999999,0.1301365683283973
3681,3681,15.7,1,0.0012358584461379745,0.3142884563434531,0.0059273190064970185
15704,15704,26.0,1,0.0038303862476868344,0.34502192753456007,0.018435889810796562
13173,13173,20.0,1,0.002054122598587493,0.31953710888,0.009862760801779634
3649,3649,28.3,1,0.0047670542459483465,0.3595197815768517,0.022973439589006293
9131,9131,30.9,0,0.010738894237496688,0.3785556222889612,0.02914743281241445
15639,15639,39.0,1,0.011843429082088306,0.45173868617864,0.05763214465228788
7250,7250,51.3,0,0.04991923199103134,0.581905285378947,0.14230382082778245
10021,10021,3.8,1,0.0001654744030738438,0.3720956247051603,0.0007924829872482592
7202,7202,6.7,1,0.0003134317095073119,0.3469434011817103,0.0015013748862592869
17106,17106,19.0,1,0.0018350566476656356,0.31726208778104004,0.008808305507411844
2142,2142,26.1,1,0.0038677872661433384,0.34560269102456637,0.0186168515981518
5691,5691,54.7,0,0.061732182052000074,0.6172813573983436,0.17868796865303613
7887,7887,7.1,1,0.00033821302244148245,0.3440753186082611,0.001620134722094232
724,724,5.2,1,0.00023036653877068382,0.3589821149964685,0.0011033586817362276
1379,1379,17.3,1,0.0015041127361450355,0.31483422474509853,0.007216524711637928
5222,5222,16.9,1,0.0014333107002814647,0.3145359731577221,0.006876165361256281
4506,4506,49.7,0,0.044993305126968815,0.5648534316828376,0.1274557616033114
9414,9414,39.9,0,0.022468675879380447,0.4608229907822704,0.061871188485000284
1574,1574,0.6,0,9.137096568335289e-05,0.40920499602725696,0.000244813065071933
11367,11367,41.0,1,0.01381331111798428,0.4721034177377599,0.06740075433966781
14225,14225,38.0,0,0.01939601734632233,0.44181909728432,0.05320742742633571
17512,17512,38.0,1,0.010947635369835517,0.44181909728432,0.05320742742633571
16468,16468,5.0,1,0.00022039245516052028,0.36074300072,0.0010555727531998558
18619,18619,9.0,0,0.0008448035772131052,0.33235897023824,0.00226556758942177
15602,15602,53.0,1,0.03189885859912546,0.5997743137971198,0.15963381964605666
12092,12092,17.0,1,0.0014507703680097168,0.31460056585328,0.006960091349437974
9544,9544,35.9,1,0.009244580148861453,0.4216798312073151,0.044825288974059734
16821,16821,6.0,1,0.0002727951417903737,0.35230703301296,0.0013066489566590062
5431,5431,1.4,1,7.692725698247561e-05,0.39897018648688065,0.0003683725488007016
1425,1425,27.7,0,0.008025769772030943,0.3555138505717555,0.021711504757258145
3789,3789,1.7,1,8.678762146380169e-05,0.3952992365746843,0.0004155952746447255
16412,16412,0.0,1,2.3564863634245685e-05,0.41731169,0.00011283414456224223
5456,5456,1.9,1,9.35049369817847e-05,0.39290209780210006,0.00044776620256315234
12472,12472,20.1,1,0.002077087326632946,0.3197979844755575,0.009973335915437894
12175,12175,4.8,0,0.00037643947432776815,0.3625410842678835,0.001008952934211305
7918,7918,5.6,1,0.0002510643068905014,0.355571233555881,0.0012025260061814978
3769,3769,16.6,1,0.0013818793948652862,0.3143823836428218,0.006628965956264917
2636,2636,26.6,0,0.007231211659578175,0.34857598340782975,0.019543134100927798
1320,1320,16.4,0,0.002407264334105311,0.3143137009426727,0.006467927624940093
7949,7949,65.8,0,0.11428428534118565,0.7151457946780466,0.3551252132082257
9646,9646,18.1,0,0.0029515179397709666,0.31574590529481594,0.007935473117026304
2488,2488,10.7,0,0.001107390496743036,0.3244569638919871,0.0029707067799727743
17793,17793,34.0,0,0.01402155335134089,0.40440553199024,0.03821048394344429
17339,17339,10.0,1,0.0005560796340101495,0.32742295166,0.0026645634804100737
10956,10956,2.3,0,0.0001918555289506274,0.38822741566234054,0.0005141067935245923
15270,15270,61.0,0,0.08883949358314315,0.6772127921513599,0.26656901330768246
2067,2067,40.6,0,0.0236939281999385,0.467980509067449,0.06534438376004216
1033,1033,0.4,0,7.926576571687193e-05,0.41186592597209987,0.0002123761256982757
9594,9594,38.0,1,0.010947635369835517,0.44181909728432,0.05320742742633571
1174,1174,49.7,0,0.044993305126968815,0.5648534316828376,0.1274557616033114
15987,15987,43.0,1,0.016040253833741008,0.49302233211992,0.07850831476320977
12910,12910,27.0,1,0.004217638893640343,0.35103666823448,0.02031047352704074
1655,1655,62.6,0,0.09685646914236856,0.6907480541453467,0.2938065950855627
2975,2975,18.1,0,0.0029515179397709666,0.31574590529481594,0.007935473117026304
26,26,17.1,0,0.0026212847444519907,0.3146718200052491,0.007044789552549481
4673,4673,22.8,1,0.002776296044597029,0.32903003801942915,0.013343331000453245
1991,1991,49.1,1,0.024674956813266688,0.5584193620953226,0.12223228774619121
